hour, t(sec), S1 (kVA), Ang1, S2 (kVA), Ang2
0, 1.00000, 0, 0, 0, 0
0, 2.00000, 0, 0, 0, 0
0, 3.00000, 0, 0, 0, 0
0, 4.00000, 0, 0, 0, 0
0, 5.00000, 0, 0, 0, 0
0, 6.00000, 0, 0, 0, 0
0, 7.00000, 0, 0, 0, 0
0, 8.00000, 0, 0, 0, 0
0, 9.00000, 0, 0, 0, 0
0, 10.00000, 0, 0, 0, 0
0, 11.00000, 0, 0, 0, 0
0, 12.00000, 0, 0, 0, 0
0, 13.00000, 0, 0, 0, 0
0, 14.00000, 0, 0, 0, 0
0, 15.00000, 0, 0, 0, 0
0, 16.00000, 0, 0, 0, 0
0, 17.00000, 0, 0, 0, 0
0, 18.00000, 0, 0, 0, 0
0, 19.00000, 0, 0, 0, 0
0, 20.00000, 0, 0, 0, 0
0, 21.00000, 0, 0, 0, 0
0, 22.00000, 0, 0, 0, 0
0, 23.00000, 0, 0, 0, 0
0, 24.00000, 0, 0, 0, 0
0, 25.00000, 0, 0, 0, 0
0, 26.00000, 0, 0, 0, 0
0, 27.00000, 0, 0, 0, 0
0, 28.00000, 0, 0, 0, 0
0, 29.00000, 0, 0, 0, 0
0, 30.00000, 0, 0, 0, 0
0, 31.00000, 0, 0, 0, 0
0, 32.00000, 0, 0, 0, 0
0, 33.00000, 0, 0, 0, 0
0, 34.00000, 0, 0, 0, 0
0, 35.00000, 0, 0, 0, 0
0, 36.00000, 0, 0, 0, 0
0, 37.00000, 0, 0, 0, 0
0, 38.00000, 0, 0, 0, 0
0, 39.00000, 0, 0, 0, 0
0, 40.00000, 0, 0, 0, 0
0, 41.00000, 0, 0, 0, 0
0, 42.00000, 0, 0, 0, 0
0, 43.00000, 0, 0, 0, 0
0, 44.00000, 0, 0, 0, 0
0, 45.00000, 0, 0, 0, 0
0, 46.00000, 0, 0, 0, 0
0, 47.00000, 0, 0, 0, 0
0, 48.00000, 0, 0, 0, 0
0, 49.00000, 0, 0, 0, 0
0, 50.00000, 0, 0, 0, 0
0, 51.00000, 0, 0, 0, 0
0, 52.00000, 0, 0, 0, 0
0, 53.00000, 0, 0, 0, 0
0, 54.00000, 0, 0, 0, 0
0, 55.00000, 0, 0, 0, 0
0, 56.00000, 0, 0, 0, 0
0, 57.00000, 0, 0, 0, 0
0, 58.00000, 0, 0, 0, 0
0, 59.00000, 0, 0, 0, 0
0, 60.00000, 0, 0, 0, 0
0, 61.00000, 0, 0, 0, 0
0, 62.00000, 0, 0, 0, 0
0, 63.00000, 0, 0, 0, 0
0, 64.00000, 0, 0, 0, 0
0, 65.00000, 0, 0, 0, 0
0, 66.00000, 0, 0, 0, 0
0, 67.00000, 0, 0, 0, 0
0, 68.00000, 0, 0, 0, 0
0, 69.00000, 0, 0, 0, 0
0, 70.00000, 0, 0, 0, 0
0, 71.00000, 0, 0, 0, 0
0, 72.00000, 0, 0, 0, 0
0, 73.00000, 0, 0, 0, 0
0, 74.00000, 0, 0, 0, 0
0, 75.00000, 0, 0, 0, 0
0, 76.00000, 0, 0, 0, 0
0, 77.00000, 0, 0, 0, 0
0, 78.00000, 0, 0, 0, 0
0, 79.00000, 0, 0, 0, 0
0, 80.00000, 0, 0, 0, 0
0, 81.00000, 0, 0, 0, 0
0, 82.00000, 0, 0, 0, 0
0, 83.00000, 0, 0, 0, 0
0, 84.00000, 0, 0, 0, 0
0, 85.00000, 0, 0, 0, 0
0, 86.00000, 0, 0, 0, 0
0, 87.00000, 0, 0, 0, 0
0, 88.00000, 0, 0, 0, 0
0, 89.00000, 0, 0, 0, 0
0, 90.00000, 0, 0, 0, 0
0, 91.00000, 0, 0, 0, 0
0, 92.00000, 0, 0, 0, 0
0, 93.00000, 0, 0, 0, 0
0, 94.00000, 0, 0, 0, 0
0, 95.00000, 0, 0, 0, 0
0, 96.00000, 0, 0, 0, 0
0, 97.00000, 0, 0, 0, 0
0, 98.00000, 0, 0, 0, 0
0, 99.00000, 0, 0, 0, 0
0, 100.00000, 0, 0, 0, 0
0, 101.00000, 0, 0, 0, 0
0, 102.00000, 0, 0, 0, 0
0, 103.00000, 0, 0, 0, 0
0, 104.00000, 0, 0, 0, 0
0, 105.00000, 0, 0, 0, 0
0, 106.00000, 0, 0, 0, 0
0, 107.00000, 0, 0, 0, 0
0, 108.00000, 0, 0, 0, 0
0, 109.00000, 0, 0, 0, 0
0, 110.00000, 0, 0, 0, 0
0, 111.00000, 0, 0, 0, 0
0, 112.00000, 0, 0, 0, 0
0, 113.00000, 0, 0, 0, 0
0, 114.00000, 0, 0, 0, 0
0, 115.00000, 0, 0, 0, 0
0, 116.00000, 0, 0, 0, 0
0, 117.00000, 0, 0, 0, 0
0, 118.00000, 0, 0, 0, 0
0, 119.00000, 0, 0, 0, 0
0, 120.00000, 0, 0, 0, 0
0, 121.00000, 0, 0, 0, 0
0, 122.00000, 0, 0, 0, 0
0, 123.00000, 0, 0, 0, 0
0, 124.00000, 0, 0, 0, 0
0, 125.00000, 0, 0, 0, 0
0, 126.00000, 0, 0, 0, 0
0, 127.00000, 0, 0, 0, 0
0, 128.00000, 0, 0, 0, 0
0, 129.00000, 0, 0, 0, 0
0, 130.00000, 0, 0, 0, 0
0, 131.00000, 0, 0, 0, 0
0, 132.00000, 0, 0, 0, 0
0, 133.00000, 0, 0, 0, 0
0, 134.00000, 0, 0, 0, 0
0, 135.00000, 0, 0, 0, 0
0, 136.00000, 0, 0, 0, 0
0, 137.00000, 0, 0, 0, 0
0, 138.00000, 0, 0, 0, 0
0, 139.00000, 0, 0, 0, 0
0, 140.00000, 0, 0, 0, 0
0, 141.00000, 0, 0, 0, 0
0, 142.00000, 0, 0, 0, 0
0, 143.00000, 0, 0, 0, 0
0, 144.00000, 0, 0, 0, 0
0, 145.00000, 0, 0, 0, 0
0, 146.00000, 0, 0, 0, 0
0, 147.00000, 0, 0, 0, 0
0, 148.00000, 0, 0, 0, 0
0, 149.00000, 0, 0, 0, 0
0, 150.00000, 0, 0, 0, 0
0, 151.00000, 0, 0, 0, 0
0, 152.00000, 0, 0, 0, 0
0, 153.00000, 0, 0, 0, 0
0, 154.00000, 0, 0, 0, 0
0, 155.00000, 0, 0, 0, 0
0, 156.00000, 0, 0, 0, 0
0, 157.00000, 0, 0, 0, 0
0, 158.00000, 0, 0, 0, 0
0, 159.00000, 0, 0, 0, 0
0, 160.00000, 0, 0, 0, 0
0, 161.00000, 0, 0, 0, 0
0, 162.00000, 0, 0, 0, 0
0, 163.00000, 0, 0, 0, 0
0, 164.00000, 0, 0, 0, 0
0, 165.00000, 0, 0, 0, 0
0, 166.00000, 0, 0, 0, 0
0, 167.00000, 0, 0, 0, 0
0, 168.00000, 0, 0, 0, 0
0, 169.00000, 0, 0, 0, 0
0, 170.00000, 0, 0, 0, 0
0, 171.00000, 0, 0, 0, 0
0, 172.00000, 0, 0, 0, 0
0, 173.00000, 0, 0, 0, 0
0, 174.00000, 0, 0, 0, 0
0, 175.00000, 0, 0, 0, 0
0, 176.00000, 0, 0, 0, 0
0, 177.00000, 0, 0, 0, 0
0, 178.00000, 0, 0, 0, 0
0, 179.00000, 0, 0, 0, 0
0, 180.00000, 0, 0, 0, 0
0, 181.00000, 0, 0, 0, 0
0, 182.00000, 0, 0, 0, 0
0, 183.00000, 0, 0, 0, 0
0, 184.00000, 0, 0, 0, 0
0, 185.00000, 0, 0, 0, 0
0, 186.00000, 0, 0, 0, 0
0, 187.00000, 0, 0, 0, 0
0, 188.00000, 0, 0, 0, 0
0, 189.00000, 0, 0, 0, 0
0, 190.00000, 0, 0, 0, 0
0, 191.00000, 0, 0, 0, 0
0, 192.00000, 0, 0, 0, 0
0, 193.00000, 0, 0, 0, 0
0, 194.00000, 0, 0, 0, 0
0, 195.00000, 0, 0, 0, 0
0, 196.00000, 0, 0, 0, 0
0, 197.00000, 0, 0, 0, 0
0, 198.00000, 0, 0, 0, 0
0, 199.00000, 0, 0, 0, 0
0, 200.00000, 0, 0, 0, 0
0, 201.00000, 0, 0, 0, 0
0, 202.00000, 0, 0, 0, 0
0, 203.00000, 0, 0, 0, 0
0, 204.00000, 0, 0, 0, 0
0, 205.00000, 0, 0, 0, 0
0, 206.00000, 0, 0, 0, 0
0, 207.00000, 0, 0, 0, 0
0, 208.00000, 0, 0, 0, 0
0, 209.00000, 0, 0, 0, 0
0, 210.00000, 0, 0, 0, 0
0, 211.00000, 0, 0, 0, 0
0, 212.00000, 0, 0, 0, 0
0, 213.00000, 0, 0, 0, 0
0, 214.00000, 0, 0, 0, 0
0, 215.00000, 0, 0, 0, 0
0, 216.00000, 0, 0, 0, 0
0, 217.00000, 0, 0, 0, 0
0, 218.00000, 0, 0, 0, 0
0, 219.00000, 0, 0, 0, 0
0, 220.00000, 0, 0, 0, 0
0, 221.00000, 0, 0, 0, 0
0, 222.00000, 0, 0, 0, 0
0, 223.00000, 0, 0, 0, 0
0, 224.00000, 0, 0, 0, 0
0, 225.00000, 0, 0, 0, 0
0, 226.00000, 0, 0, 0, 0
0, 227.00000, 0, 0, 0, 0
0, 228.00000, 0, 0, 0, 0
0, 229.00000, 0, 0, 0, 0
0, 230.00000, 0, 0, 0, 0
0, 231.00000, 0, 0, 0, 0
0, 232.00000, 0, 0, 0, 0
0, 233.00000, 0, 0, 0, 0
0, 234.00000, 0, 0, 0, 0
0, 235.00000, 0, 0, 0, 0
0, 236.00000, 0, 0, 0, 0
0, 237.00000, 0, 0, 0, 0
0, 238.00000, 0, 0, 0, 0
0, 239.00000, 0, 0, 0, 0
0, 240.00000, 0, 0, 0, 0
0, 241.00000, 0, 0, 0, 0
0, 242.00000, 0, 0, 0, 0
0, 243.00000, 0, 0, 0, 0
0, 244.00000, 0, 0, 0, 0
0, 245.00000, 0, 0, 0, 0
0, 246.00000, 0, 0, 0, 0
0, 247.00000, 0, 0, 0, 0
0, 248.00000, 0, 0, 0, 0
0, 249.00000, 0, 0, 0, 0
0, 250.00000, 0, 0, 0, 0
0, 251.00000, 0, 0, 0, 0
0, 252.00000, 0, 0, 0, 0
0, 253.00000, 0, 0, 0, 0
0, 254.00000, 0, 0, 0, 0
0, 255.00000, 0, 0, 0, 0
0, 256.00000, 0, 0, 0, 0
0, 257.00000, 0, 0, 0, 0
0, 258.00000, 0, 0, 0, 0
0, 259.00000, 0, 0, 0, 0
0, 260.00000, 0, 0, 0, 0
0, 261.00000, 0, 0, 0, 0
0, 262.00000, 0, 0, 0, 0
0, 263.00000, 0, 0, 0, 0
0, 264.00000, 0, 0, 0, 0
0, 265.00000, 0, 0, 0, 0
0, 266.00000, 0, 0, 0, 0
0, 267.00000, 0, 0, 0, 0
0, 268.00000, 0, 0, 0, 0
0, 269.00000, 0, 0, 0, 0
0, 270.00000, 0, 0, 0, 0
0, 271.00000, 0, 0, 0, 0
0, 272.00000, 0, 0, 0, 0
0, 273.00000, 0, 0, 0, 0
0, 274.00000, 0, 0, 0, 0
0, 275.00000, 0, 0, 0, 0
0, 276.00000, 0, 0, 0, 0
0, 277.00000, 0, 0, 0, 0
0, 278.00000, 0, 0, 0, 0
0, 279.00000, 0, 0, 0, 0
0, 280.00000, 0, 0, 0, 0
0, 281.00000, 0, 0, 0, 0
0, 282.00000, 0, 0, 0, 0
0, 283.00000, 0, 0, 0, 0
0, 284.00000, 0, 0, 0, 0
0, 285.00000, 0, 0, 0, 0
0, 286.00000, 0, 0, 0, 0
0, 287.00000, 0, 0, 0, 0
0, 288.00000, 0, 0, 0, 0
0, 289.00000, 0, 0, 0, 0
0, 290.00000, 0, 0, 0, 0
0, 291.00000, 0, 0, 0, 0
0, 292.00000, 0, 0, 0, 0
0, 293.00000, 0, 0, 0, 0
0, 294.00000, 0, 0, 0, 0
0, 295.00000, 0, 0, 0, 0
0, 296.00000, 0, 0, 0, 0
0, 297.00000, 0, 0, 0, 0
0, 298.00000, 0, 0, 0, 0
0, 299.00000, 0, 0, 0, 0
0, 300.00000, 0, 0, 0, 0
0, 301.00000, 0, 0, 0, 0
0, 302.00000, 0, 0, 0, 0
0, 303.00000, 0, 0, 0, 0
0, 304.00000, 0, 0, 0, 0
0, 305.00000, 0, 0, 0, 0
0, 306.00000, 0, 0, 0, 0
0, 307.00000, 0, 0, 0, 0
0, 308.00000, 0, 0, 0, 0
0, 309.00000, 0, 0, 0, 0
0, 310.00000, 0, 0, 0, 0
0, 311.00000, 0, 0, 0, 0
0, 312.00000, 0, 0, 0, 0
0, 313.00000, 0, 0, 0, 0
0, 314.00000, 0, 0, 0, 0
0, 315.00000, 0, 0, 0, 0
0, 316.00000, 0, 0, 0, 0
0, 317.00000, 0, 0, 0, 0
0, 318.00000, 0, 0, 0, 0
0, 319.00000, 0, 0, 0, 0
0, 320.00000, 0, 0, 0, 0
0, 321.00000, 0, 0, 0, 0
0, 322.00000, 0, 0, 0, 0
0, 323.00000, 0, 0, 0, 0
0, 324.00000, 0, 0, 0, 0
0, 325.00000, 0, 0, 0, 0
0, 326.00000, 0, 0, 0, 0
0, 327.00000, 0, 0, 0, 0
0, 328.00000, 0, 0, 0, 0
0, 329.00000, 0, 0, 0, 0
0, 330.00000, 0, 0, 0, 0
0, 331.00000, 0, 0, 0, 0
0, 332.00000, 0, 0, 0, 0
0, 333.00000, 0, 0, 0, 0
0, 334.00000, 0, 0, 0, 0
0, 335.00000, 0, 0, 0, 0
0, 336.00000, 0, 0, 0, 0
0, 337.00000, 0, 0, 0, 0
0, 338.00000, 0, 0, 0, 0
0, 339.00000, 0, 0, 0, 0
0, 340.00000, 0, 0, 0, 0
0, 341.00000, 0, 0, 0, 0
0, 342.00000, 0, 0, 0, 0
0, 343.00000, 0, 0, 0, 0
0, 344.00000, 0, 0, 0, 0
0, 345.00000, 0, 0, 0, 0
0, 346.00000, 0, 0, 0, 0
0, 347.00000, 0, 0, 0, 0
0, 348.00000, 0, 0, 0, 0
0, 349.00000, 0, 0, 0, 0
0, 350.00000, 0, 0, 0, 0
0, 351.00000, 0, 0, 0, 0
0, 352.00000, 0, 0, 0, 0
0, 353.00000, 0, 0, 0, 0
0, 354.00000, 0, 0, 0, 0
0, 355.00000, 0, 0, 0, 0
0, 356.00000, 0, 0, 0, 0
0, 357.00000, 0, 0, 0, 0
0, 358.00000, 0, 0, 0, 0
0, 359.00000, 0, 0, 0, 0
0, 360.00000, 0, 0, 0, 0
0, 361.00000, 0, 0, 0, 0
0, 362.00000, 0, 0, 0, 0
0, 363.00000, 0, 0, 0, 0
0, 364.00000, 0, 0, 0, 0
0, 365.00000, 0, 0, 0, 0
0, 366.00000, 0, 0, 0, 0
0, 367.00000, 0, 0, 0, 0
0, 368.00000, 0, 0, 0, 0
0, 369.00000, 0, 0, 0, 0
0, 370.00000, 0, 0, 0, 0
0, 371.00000, 0, 0, 0, 0
0, 372.00000, 0, 0, 0, 0
0, 373.00000, 0, 0, 0, 0
0, 374.00000, 0, 0, 0, 0
0, 375.00000, 0, 0, 0, 0
0, 376.00000, 0, 0, 0, 0
0, 377.00000, 0, 0, 0, 0
0, 378.00000, 0, 0, 0, 0
0, 379.00000, 0, 0, 0, 0
0, 380.00000, 0, 0, 0, 0
0, 381.00000, 0, 0, 0, 0
0, 382.00000, 0, 0, 0, 0
0, 383.00000, 0, 0, 0, 0
0, 384.00000, 0, 0, 0, 0
0, 385.00000, 0, 0, 0, 0
0, 386.00000, 0, 0, 0, 0
0, 387.00000, 0, 0, 0, 0
0, 388.00000, 0, 0, 0, 0
0, 389.00000, 0, 0, 0, 0
0, 390.00000, 0, 0, 0, 0
0, 391.00000, 0, 0, 0, 0
0, 392.00000, 0, 0, 0, 0
0, 393.00000, 0, 0, 0, 0
0, 394.00000, 0, 0, 0, 0
0, 395.00000, 0, 0, 0, 0
0, 396.00000, 0, 0, 0, 0
0, 397.00000, 0, 0, 0, 0
0, 398.00000, 0, 0, 0, 0
0, 399.00000, 0, 0, 0, 0
0, 400.00000, 0, 0, 0, 0
0, 401.00000, 0, 0, 0, 0
0, 402.00000, 0, 0, 0, 0
0, 403.00000, 0, 0, 0, 0
0, 404.00000, 0, 0, 0, 0
0, 405.00000, 0, 0, 0, 0
0, 406.00000, 0, 0, 0, 0
0, 407.00000, 0, 0, 0, 0
0, 408.00000, 0, 0, 0, 0
0, 409.00000, 0, 0, 0, 0
0, 410.00000, 0, 0, 0, 0
0, 411.00000, 0, 0, 0, 0
0, 412.00000, 0, 0, 0, 0
0, 413.00000, 0, 0, 0, 0
0, 414.00000, 0, 0, 0, 0
0, 415.00000, 0, 0, 0, 0
0, 416.00000, 0, 0, 0, 0
0, 417.00000, 0, 0, 0, 0
0, 418.00000, 0, 0, 0, 0
0, 419.00000, 0, 0, 0, 0
0, 420.00000, 0, 0, 0, 0
0, 421.00000, 0, 0, 0, 0
0, 422.00000, 0, 0, 0, 0
0, 423.00000, 0, 0, 0, 0
0, 424.00000, 0, 0, 0, 0
0, 425.00000, 0, 0, 0, 0
0, 426.00000, 0, 0, 0, 0
0, 427.00000, 0, 0, 0, 0
0, 428.00000, 0, 0, 0, 0
0, 429.00000, 0, 0, 0, 0
0, 430.00000, 0, 0, 0, 0
0, 431.00000, 0, 0, 0, 0
0, 432.00000, 0, 0, 0, 0
0, 433.00000, 0, 0, 0, 0
0, 434.00000, 0, 0, 0, 0
0, 435.00000, 0, 0, 0, 0
0, 436.00000, 0, 0, 0, 0
0, 437.00000, 0, 0, 0, 0
0, 438.00000, 0, 0, 0, 0
0, 439.00000, 0, 0, 0, 0
0, 440.00000, 0, 0, 0, 0
0, 441.00000, 0, 0, 0, 0
0, 442.00000, 0, 0, 0, 0
0, 443.00000, 0, 0, 0, 0
0, 444.00000, 0, 0, 0, 0
0, 445.00000, 0, 0, 0, 0
0, 446.00000, 0, 0, 0, 0
0, 447.00000, 0, 0, 0, 0
0, 448.00000, 0, 0, 0, 0
0, 449.00000, 0, 0, 0, 0
0, 450.00000, 0, 0, 0, 0
0, 451.00000, 0, 0, 0, 0
0, 452.00000, 0, 0, 0, 0
0, 453.00000, 0, 0, 0, 0
0, 454.00000, 0, 0, 0, 0
0, 455.00000, 0, 0, 0, 0
0, 456.00000, 0, 0, 0, 0
0, 457.00000, 0, 0, 0, 0
0, 458.00000, 0, 0, 0, 0
0, 459.00000, 0, 0, 0, 0
0, 460.00000, 0, 0, 0, 0
0, 461.00000, 0, 0, 0, 0
0, 462.00000, 0, 0, 0, 0
0, 463.00000, 0, 0, 0, 0
0, 464.00000, 0, 0, 0, 0
0, 465.00000, 0, 0, 0, 0
0, 466.00000, 0, 0, 0, 0
0, 467.00000, 0, 0, 0, 0
0, 468.00000, 0, 0, 0, 0
0, 469.00000, 0, 0, 0, 0
0, 470.00000, 0, 0, 0, 0
0, 471.00000, 0, 0, 0, 0
0, 472.00000, 0, 0, 0, 0
0, 473.00000, 0, 0, 0, 0
0, 474.00000, 0, 0, 0, 0
0, 475.00000, 0, 0, 0, 0
0, 476.00000, 0, 0, 0, 0
0, 477.00000, 0, 0, 0, 0
0, 478.00000, 0, 0, 0, 0
0, 479.00000, 0, 0, 0, 0
0, 480.00000, 0, 0, 0, 0
0, 481.00000, 0, 0, 0, 0
0, 482.00000, 0, 0, 0, 0
0, 483.00000, 0, 0, 0, 0
0, 484.00000, 0, 0, 0, 0
0, 485.00000, 0, 0, 0, 0
0, 486.00000, 0, 0, 0, 0
0, 487.00000, 0, 0, 0, 0
0, 488.00000, 0, 0, 0, 0
0, 489.00000, 0, 0, 0, 0
0, 490.00000, 0, 0, 0, 0
0, 491.00000, 0, 0, 0, 0
0, 492.00000, 0, 0, 0, 0
0, 493.00000, 0, 0, 0, 0
0, 494.00000, 0, 0, 0, 0
0, 495.00000, 0, 0, 0, 0
0, 496.00000, 0, 0, 0, 0
0, 497.00000, 0, 0, 0, 0
0, 498.00000, 0, 0, 0, 0
0, 499.00000, 0, 0, 0, 0
0, 500.00000, 0, 0, 0, 0
0, 501.00000, 0, 0, 0, 0
0, 502.00000, 0, 0, 0, 0
0, 503.00000, 0, 0, 0, 0
0, 504.00000, 0, 0, 0, 0
0, 505.00000, 0, 0, 0, 0
0, 506.00000, 0, 0, 0, 0
0, 507.00000, 0, 0, 0, 0
0, 508.00000, 0, 0, 0, 0
0, 509.00000, 0, 0, 0, 0
0, 510.00000, 0, 0, 0, 0
0, 511.00000, 0, 0, 0, 0
0, 512.00000, 0, 0, 0, 0
0, 513.00000, 0, 0, 0, 0
0, 514.00000, 0, 0, 0, 0
0, 515.00000, 0, 0, 0, 0
0, 516.00000, 0, 0, 0, 0
0, 517.00000, 0, 0, 0, 0
0, 518.00000, 0, 0, 0, 0
0, 519.00000, 0, 0, 0, 0
0, 520.00000, 0, 0, 0, 0
0, 521.00000, 0, 0, 0, 0
0, 522.00000, 0, 0, 0, 0
0, 523.00000, 0, 0, 0, 0
0, 524.00000, 0, 0, 0, 0
0, 525.00000, 0, 0, 0, 0
0, 526.00000, 0, 0, 0, 0
0, 527.00000, 0, 0, 0, 0
0, 528.00000, 0, 0, 0, 0
0, 529.00000, 0, 0, 0, 0
0, 530.00000, 0, 0, 0, 0
0, 531.00000, 0, 0, 0, 0
0, 532.00000, 0, 0, 0, 0
0, 533.00000, 0, 0, 0, 0
0, 534.00000, 0, 0, 0, 0
0, 535.00000, 0, 0, 0, 0
0, 536.00000, 0, 0, 0, 0
0, 537.00000, 0, 0, 0, 0
0, 538.00000, 0, 0, 0, 0
0, 539.00000, 0, 0, 0, 0
0, 540.00000, 0, 0, 0, 0
0, 541.00000, 0, 0, 0, 0
0, 542.00000, 0, 0, 0, 0
0, 543.00000, 0, 0, 0, 0
0, 544.00000, 0, 0, 0, 0
0, 545.00000, 0, 0, 0, 0
0, 546.00000, 0, 0, 0, 0
0, 547.00000, 0, 0, 0, 0
0, 548.00000, 0, 0, 0, 0
0, 549.00000, 0, 0, 0, 0
0, 550.00000, 0, 0, 0, 0
0, 551.00000, 0, 0, 0, 0
0, 552.00000, 0, 0, 0, 0
0, 553.00000, 0, 0, 0, 0
0, 554.00000, 0, 0, 0, 0
0, 555.00000, 0, 0, 0, 0
0, 556.00000, 0, 0, 0, 0
0, 557.00000, 0, 0, 0, 0
0, 558.00000, 0, 0, 0, 0
0, 559.00000, 0, 0, 0, 0
0, 560.00000, 0, 0, 0, 0
0, 561.00000, 0, 0, 0, 0
0, 562.00000, 0, 0, 0, 0
0, 563.00000, 0, 0, 0, 0
0, 564.00000, 0, 0, 0, 0
0, 565.00000, 0, 0, 0, 0
0, 566.00000, 0, 0, 0, 0
0, 567.00000, 0, 0, 0, 0
0, 568.00000, 0, 0, 0, 0
0, 569.00000, 0, 0, 0, 0
0, 570.00000, 0, 0, 0, 0
0, 571.00000, 0, 0, 0, 0
0, 572.00000, 0, 0, 0, 0
0, 573.00000, 0, 0, 0, 0
0, 574.00000, 0, 0, 0, 0
0, 575.00000, 0, 0, 0, 0
0, 576.00000, 0, 0, 0, 0
0, 577.00000, 0, 0, 0, 0
0, 578.00000, 0, 0, 0, 0
0, 579.00000, 0, 0, 0, 0
0, 580.00000, 0, 0, 0, 0
0, 581.00000, 0, 0, 0, 0
0, 582.00000, 0, 0, 0, 0
0, 583.00000, 0, 0, 0, 0
0, 584.00000, 0, 0, 0, 0
0, 585.00000, 0, 0, 0, 0
0, 586.00000, 0, 0, 0, 0
0, 587.00000, 0, 0, 0, 0
0, 588.00000, 0, 0, 0, 0
0, 589.00000, 0, 0, 0, 0
0, 590.00000, 0, 0, 0, 0
0, 591.00000, 0, 0, 0, 0
0, 592.00000, 0, 0, 0, 0
0, 593.00000, 0, 0, 0, 0
0, 594.00000, 0, 0, 0, 0
0, 595.00000, 0, 0, 0, 0
0, 596.00000, 0, 0, 0, 0
0, 597.00000, 0, 0, 0, 0
0, 598.00000, 0, 0, 0, 0
0, 599.00000, 0, 0, 0, 0
0, 600.00000, 0, 0, 0, 0
0, 601.00000, 0, 0, 0, 0
0, 602.00000, 0, 0, 0, 0
0, 603.00000, 0, 0, 0, 0
0, 604.00000, 0, 0, 0, 0
0, 605.00000, 0, 0, 0, 0
0, 606.00000, 0, 0, 0, 0
0, 607.00000, 0, 0, 0, 0
0, 608.00000, 0, 0, 0, 0
0, 609.00000, 0, 0, 0, 0
0, 610.00000, 0, 0, 0, 0
0, 611.00000, 0, 0, 0, 0
0, 612.00000, 0, 0, 0, 0
0, 613.00000, 0, 0, 0, 0
0, 614.00000, 0, 0, 0, 0
0, 615.00000, 0, 0, 0, 0
0, 616.00000, 0, 0, 0, 0
0, 617.00000, 0, 0, 0, 0
0, 618.00000, 0, 0, 0, 0
0, 619.00000, 0, 0, 0, 0
0, 620.00000, 0, 0, 0, 0
0, 621.00000, 0, 0, 0, 0
0, 622.00000, 0, 0, 0, 0
0, 623.00000, 0, 0, 0, 0
0, 624.00000, 0, 0, 0, 0
0, 625.00000, 0, 0, 0, 0
0, 626.00000, 0, 0, 0, 0
0, 627.00000, 0, 0, 0, 0
0, 628.00000, 0, 0, 0, 0
0, 629.00000, 0, 0, 0, 0
0, 630.00000, 0, 0, 0, 0
0, 631.00000, 0, 0, 0, 0
0, 632.00000, 0, 0, 0, 0
0, 633.00000, 0, 0, 0, 0
0, 634.00000, 0, 0, 0, 0
0, 635.00000, 0, 0, 0, 0
0, 636.00000, 0, 0, 0, 0
0, 637.00000, 0, 0, 0, 0
0, 638.00000, 0, 0, 0, 0
0, 639.00000, 0, 0, 0, 0
0, 640.00000, 0, 0, 0, 0
0, 641.00000, 0, 0, 0, 0
0, 642.00000, 0, 0, 0, 0
0, 643.00000, 0, 0, 0, 0
0, 644.00000, 0, 0, 0, 0
0, 645.00000, 0, 0, 0, 0
0, 646.00000, 0, 0, 0, 0
0, 647.00000, 0, 0, 0, 0
0, 648.00000, 0, 0, 0, 0
0, 649.00000, 0, 0, 0, 0
0, 650.00000, 0, 0, 0, 0
0, 651.00000, 0, 0, 0, 0
0, 652.00000, 0, 0, 0, 0
0, 653.00000, 0, 0, 0, 0
0, 654.00000, 0, 0, 0, 0
0, 655.00000, 0, 0, 0, 0
0, 656.00000, 0, 0, 0, 0
0, 657.00000, 0, 0, 0, 0
0, 658.00000, 0, 0, 0, 0
0, 659.00000, 0, 0, 0, 0
0, 660.00000, 0, 0, 0, 0
0, 661.00000, 0, 0, 0, 0
0, 662.00000, 0, 0, 0, 0
0, 663.00000, 0, 0, 0, 0
0, 664.00000, 0, 0, 0, 0
0, 665.00000, 0, 0, 0, 0
0, 666.00000, 0, 0, 0, 0
0, 667.00000, 0, 0, 0, 0
0, 668.00000, 0, 0, 0, 0
0, 669.00000, 0, 0, 0, 0
0, 670.00000, 0, 0, 0, 0
0, 671.00000, 0, 0, 0, 0
0, 672.00000, 0, 0, 0, 0
0, 673.00000, 0, 0, 0, 0
0, 674.00000, 0, 0, 0, 0
0, 675.00000, 0, 0, 0, 0
0, 676.00000, 0, 0, 0, 0
0, 677.00000, 0, 0, 0, 0
0, 678.00000, 0, 0, 0, 0
0, 679.00000, 0, 0, 0, 0
0, 680.00000, 0, 0, 0, 0
0, 681.00000, 0, 0, 0, 0
0, 682.00000, 0, 0, 0, 0
0, 683.00000, 0, 0, 0, 0
0, 684.00000, 0, 0, 0, 0
0, 685.00000, 0, 0, 0, 0
0, 686.00000, 0, 0, 0, 0
0, 687.00000, 0, 0, 0, 0
0, 688.00000, 0, 0, 0, 0
0, 689.00000, 0, 0, 0, 0
0, 690.00000, 0, 0, 0, 0
0, 691.00000, 0, 0, 0, 0
0, 692.00000, 0, 0, 0, 0
0, 693.00000, 0, 0, 0, 0
0, 694.00000, 0, 0, 0, 0
0, 695.00000, 0, 0, 0, 0
0, 696.00000, 0, 0, 0, 0
0, 697.00000, 0, 0, 0, 0
0, 698.00000, 0, 0, 0, 0
